handle,title,vendor,status,word_count,chatgpt_markup,has_vintage,admin_url
2018-chateau-tour-des-gendres-bergerac-blanc-cuvee-des-conti-white,Albert de Conti | Cuvée Des Conti Bergerac Blanc,Fyxx | Les Caves de Pyrene,done,269,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822016319641
2017-chateau-tour-des-gendres-moulin-des-dames-blanc-white,Tour des Gendres | Moulin des Dames,Fyxx | Les Caves de Pyrene,done,274,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822016712857
2018-chateau-tour-des-gendres-bergerac-rouge-cuvee-des-conti-red,Gendres Bergerac Cuvee Conti Rouge,Fyxx | Les Caves de Pyrene,done,262,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822017269913
2017-chateau-tour-des-gendres-bergerac-rouge-la-gloire-de-mon-pere-red,Tour des Gendres | La Gloire de mon Père Bergerac Rouge,Fyxx | Les Caves de Pyrene,done,271,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822017630361
2019-chateau-tour-des-gendres-vdf-sauvignon-chenin-pet-nat,"Albert de Conti | ""Petillant Naturel""",Fyxx | Les Caves de Pyrene,done,268,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822017958041
2018-camille-malbec,Château du Cèdre l Camille Malbec,Fyxx | Les Caves de Pyrene,done,265,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822018285721
2019-extra-libre-cahors,Château du Cèdre l Extra Libre Cahors Malbec,Fyxx | Les Caves de Pyrene,done,277,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822018646169
2019-moulin-de-gassac-classic-blanc,Mas de Daumas Gassac | Blanc,Fyxx | Les Caves de Pyrene,done,285,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822018810009
2019-moulin-de-gassac-chardonnay-viognier,Moulin De Gassac | Chardonnay Viognier,Fyxx | Les Caves de Pyrene,done,254,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822019235993
2018-mas-de-daumas-gassac-blanc,Moulin De Gassac | Classic Blanc,Fyxx | Les Caves de Pyrene,done,274,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822019465369
2019-moulin-de-gassac-classic-rouge,Moulin De Gassac | Classic Rouge,Fyxx | Les Caves de Pyrene,done,250,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822019924121
2018-moulin-de-gassac-pinot-noir,Moulin De Gassac | Pinot Noir,Fyxx | Les Caves de Pyrene,done,271,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822020251801
2017-mas-de-daumas-gassac-rouge,Mas de Daumas Gassac | Rouge,Fyxx | Les Caves de Pyrene,done,305,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822020546713
2018-gravillas-rendez-vous-sur-la-lune,Clos du Gravillas | Sur La Lune,Fyxx | Les Caves de Pyrene,done,291,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822020776089
2019-gravillas-sous-les-cailloux-des-grillons,Clos du Gravillas | Sous les Cailloux des Grillons,Fyxx | Les Caves de Pyrene,done,280,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822020939929
2019-domaine-laporte-pouilly-fume-roche-blanche,Laporte Pouilly Fume Roche Blanche,Fyxx | Les Caves de Pyrene,done,240,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822021496985
2019-domaine-gerard-fiou-sancerre-blanc,Domaine Gérard Fiou | Sancerre Blanc,Fyxx | Les Caves de Pyrene,done,218,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822021791897
2019-maison-passot-fleurie-vielles-vignes,"Domaine Passot | Fleurie ""Vielle S Vignes""",Fyxx | Les Caves de Pyrene,done,222,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822022152345
2019-illusion-rioja-tempranillo-blanco,"Vina Ilusion | Rioja ""Tempranillo Blanco""",Fyxx | Les Caves de Pyrene,done,202,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822022643865
2019-illusion-rioja-joven-tinto,Vina Ilusion | Rioja Joven Tinto,Fyxx | Les Caves de Pyrene,done,208,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822023299225
2019-aroa-garnacha-blanca-1,"AROA | ""Laia"" Garnacha Blanc",Fyxx | Les Caves de Pyrene,done,202,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822024609945
2020-aroa-garnacha-tinto,AROA | Garnacha Tinto,Fyxx | Les Caves de Pyrene,done,204,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822024970393
2019-partida-creus-bn-blanco-natural-macabeo-cartoixa-vermell,Partida Creus | BN Blanco,Fyxx | Les Caves de Pyrene,done,296,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822025494681
2019-partida-creus-bb-bobal,Partida Creus BB Bobal,Fyxx | Les Caves de Pyrene,done,267,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822025887897
2019-antonio-camillo-vermentino,Antonio Camillo | Vermentino,Fyxx | Les Caves de Pyrene,done,242,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822026444953
2019-antonio-camillo-morellino-di-scansano,Antonio Camillo | Morellino Di Scansano,Fyxx | Les Caves de Pyrene,done,268,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822026838169
2012-brunello-di-montalcino-vigneti-del-versante-versante,Pian dell Orino | Brunello di Montalcino,Fyxx | Les Caves de Pyrene,done,303,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822027264153
2019-denavolo-catavela-bianco-malvasia-ortrugo-marsanne-others,Denavolo | Catavela Vino Bianco,Fyxx | Les Caves de Pyrene,done,288,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822027657369
2019-camillo-donati-trebbiano-secco,Donati Camillo | Trebbiano,Fyxx | Les Caves de Pyrene,done,230,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822028083353
2019-camillo-donati-lambrusco-rosso,Donati Camillo | Lambrusco,Fyxx | Les Caves de Pyrene,done,226,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822028345497
2018-verdicchio-dei-castelli-di-jesi-classico-le-oche,Fattoria San Lorenzo | Verdicchio Classico “Le Oche”,Fyxx | Les Caves de Pyrene,done,262,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822028673177
2018-rosso-piceno-gino-sangiovese-montepulciano,Pian dell Orino | Rosso di Montalcino,Fyxx | Les Caves de Pyrene,done,290,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822029099161
2019-fatalone-primitivo-gioia-del-colle,Fatalone Primitivo Gioia Del Colle,Fyxx | Les Caves de Pyrene,done,286,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822029492377
2017-fatalone-primitivo-gioia-del-colle-riserva,Fatalone Primitivo Gioia Del Colle Riserva,Fyxx | Les Caves de Pyrene,done,318,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822029918361
2019-calcarius-hellen-bianco,Calcarius | Hellen Bianco,Fyxx | Valentina Passalacqua,done,200,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822030475417
2019-calcarius-nu-litr-rosso,Calcarius | Nù Litr Rosso,Fyxx | Valentina Passalacqua,done,226,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822030737561
2019-calcarius-roz-rosato,Calcarius | Roz Rosato,Fyxx | Valentina Passalacqua,done,205,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822031458457
2019-de-prete-primitivo-natali,Natalino Del Prete | Natali Primitivo,Fyxx | Les Caves de Pyrene,done,219,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822032146585
2018-epicuria-chardonnay,"Domaine de la Zouina | ""Epicuria"" Chardonnay",Fyxx | Les Caves de Pyrene,done,292,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822032343193
2015-epicuria-syrah,"Domaine de la Zouina | ""Epicuria"" Syrah",Fyxx | Les Caves de Pyrene,done,274,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822034800793
2019-andi-knauss-riesling-schnait,"Andi Knauss | Riesling ""Schnait""",Fyxx | Les Caves de Pyrene,done,253,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822051774617
2018-andi-knauss-trollinger-strumpfelbach,Andi Knauss | Trollinger Strümpfelbach,Fyxx | Les Caves de Pyrene,done,270,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822051938457
2019-zelen-vipava-white,"Burja | ""Bela""",Fyxx | Les Caves de Pyrene,done,280,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822052135065
2019-pheasant-tears-rkatseiteli-tibaani,Pheasant's Tears Rkatseiteli Tibaani,Fyxx | Les Caves de Pyrene,done,309,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822052397209
2019-pheasant-s-tears-saperavi-r,Pheasant's Tears | Saperavi,Fyxx | Pheasant's Tears,done,256,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822052724889
2018-pheasant-s-tears-tsolikouri-vani-no-skin,Pheasant's Tears Tsolikouri Vani (No Skin),Fyxx | Les Caves de Pyrene,done,292,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822053019801
saint-george-rose,Saint George | Rosé,Bulos Y Zumot & Co. L.L.C,done,213,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6942281924761
barberani-amore,Barberani Amore,Fyxx | Barberani,done,176,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6960327360665
barberani-grechetto,Barberani Grechetto,Fyxx | Barberani,done,176,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6960335061145
barberani-foresco,Barberani Foresco,Fyxx | Barberani,done,175,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6960338337945
elio-altare-barolo-docg,Elio Altare Barolo DOCG 2016,Fyxx | Elio Altare,done,225,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6960342958233
elio-altare-barolo-docg-arborina,Elio Altare Barolo DOCG Arborina 2016,Fyxx | Elio Altare,done,252,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6960351379609
elio-altare-barolo-docg-cannubi,Elio Altare Barolo DOCG Cannubi 2016,Fyxx | Elio Altare,done,236,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6960354164889
elio-altare-langhe-rosso-la-villa,Elio Altare | La Villa Langhe Rosso 2017,Fyxx | Elio Altare,done,221,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6960356917401
penfolds-bin-311-tumbarumba-chardonnay,Penfolds Bin 311 Tumbarumba Chardonnay,Fyxx | Max Brands,done,178,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6977125286041
penfolds-bin-8-cabernet-shiraz,Penfolds Bin 8 Cabernet Shiraz,Fyxx | Max Brands,done,194,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6977128857753
penfolds-lot-518-baijiu-shiraz,Penfolds Lot 518 Baijiu Shiraz,Fyxx | Max Brands,done,220,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6977135575193
penfolds-max-chardonnay,Penfolds Max Chardonnay,Fyxx | Max Brands,done,180,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6977139605657
penfolds-rwt-shiraz,Penfolds RWT Shiraz,Fyxx | Max Brands,done,205,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6977145471129
sandeman-nv-ruby-port,Sandeman | Fine Ruby Port,Fyxx | Max Brands,done,197,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6978776072345
sandeman-nv-fine-tawny-port,Sandeman | Fine Tawny Port,Fyxx | Max Brands,done,215,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6978778267801
vega-sicilia-alion-2014,Vega Sicilia Alion,Fyxx | Max Brands,done,199,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6981899747481
dinavolino-bianco,Denavolo | Dinavolino Vino Bianco,Fyxx | Les Caves de Pyrene,done,267,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992787800217
andi-knauss-pinot-noir,Andi Knauss | Spätburgunder Pinot Noir,Fyxx | Les Caves de Pyrene,done,289,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992818241689
lorenzo-rosso-piceno-di-gino,"Fattoria San Lorenzo | ""di Gino"" Rosso Piceno",Fyxx | Les Caves de Pyrene,done,233,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992831578265
la-rioja-alta-gran-reserva-890,La Rioja Alta | Gran Reserva 890,Fyxx | La Rioja Alta,done,231,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992893411481
la-rioja-alta-gran-reserva-904,La Rioja Alta | Gran Reserva 904,Fyxx | La Rioja Alta,done,221,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992894328985
la-rioja-alta-vina-ardanza,La Rioja Alta | Viña Ardanza,Fyxx | La Rioja Alta,done,226,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992896491673
la-rioja-alta-aster,La Rioja Alta | Áster,Fyxx | La Rioja Alta,done,218,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992897376409
la-rioja-alta-martelo-reserva,La Rioja Alta | Finca Martelo - Torre De Oña,Fyxx | La Rioja Alta,done,211,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992897966233
la-rioja-alta-lagar-de-carvera,La Rioja Alta | Lagar de Cervera - Albariño,Fyxx | La Rioja Alta,done,223,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6992898490521
bodega-garzon-estate-viognier-de-corte,Bodega Garzón | Estate - Viognier de Corte,Fyxx | Bodega Garzon,done,197,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003224113305
bodega-garzon-estate-sauvignon-blanc-de-corte,Bodega Garzón | Estate - Sauvignon Blanc de Corte,Fyxx | Bodega Garzon,done,176,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003231223961
bodega-garzon-estate-cabernet-de-corte,Bodega Garzón | Estate - Cabernet De Corte,Fyxx | Bodega Garzon,done,195,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003235319961
bodega-garzon-reserva-cabernet-franc,Bodega Garzón | Reserva - Cabernet Franc,Fyxx | Bodega Garzon,done,199,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003242791065
bodega-garzon-reserva-albarino,Bodega Garzón | Reserva - Albariño,Fyxx | Bodega Garzon,done,217,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003251998873
bodega-garzon-reserva-marselan,Bodega Garzón | Reserva Marselan,Fyxx | Bodega Garzon,done,198,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003263008921
bodega-garzon-e-single-vineyard-tannat,Bodega Garzón | Single Vineyard - Tannat,Fyxx | Bodega Garzon,done,236,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003267629209
bodega-garzon-balasto,Bodega Garzón | Balasto,Fyxx | Bodega Garzon,done,225,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7003277230233
monte-dall-ora-amarone-stropa,Monte Dall'Ora Amarone Stropa,Fyxx | Les Caves de Pyrene,done,312,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146943119513
cavallotto-barolo-riserva-bricco-boschi,Cavallotto | Barolo Riserva Bricco Boschis Vigna San Giuseppe,Fyxx | Les Caves de Pyrene,done,313,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146945642649
breton-bourgueil-perrieres,Breton Bourgueil Perrieres,Fyxx | Les Caves de Pyrene,done,292,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146948526233
val-frison-champagne-portlandia,Val' Frison Champagne Portlandia Brut,Fyxx | Les Caves de Pyrene,done,219,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146951966873
1701-franciacorta-brut-saten-docg,1701 Franciacorta Saten DOCG,Fyxx | Les Caves de Pyrene,done,256,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146954948761
princic-vino-bianco-favola,Dario Prinčič | Bianco Favola,Fyxx | Les Caves de Pyrene,done,313,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146957111449
deville-bordeaux-rouge,Château Deville | Cotes de Bordeaux Rouge,Fyxx | Les Caves de Pyrene,done,197,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7146959143065
dnu-hacienda-grimon-rioja-reserva,Hacienda Grimón | Rioja Reserva,Fyxx | Les Caves de Pyrene,done,225,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7147494178969
pittacum-bierzo-aurea-tinto,Pittacum | Aurea Tinto,Fyxx | Les Caves de Pyrene,done,227,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7147495358617
rodano-chianti-classico-viacosta,Rodano | Chianti Classico Riserva Viacosta,Fyxx | Les Caves de Pyrene,done,236,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7147495850137
cavallotto-barolo-bricco-boschis,Cavallotto | Barolo Bricco Boschis,Fyxx | Les Caves de Pyrene,done,288,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148286410905
tremblay-chablis-gc-vaudesir-magnum,Gérard Tremblay | Chablis Grand Cru Vaudesir 2017,Fyxx | Les Caves de Pyrene,done,257,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/7148288475289
princic-bianco-sivi,Dario Prinčič | Bianco Sivi,Fyxx | Les Caves de Pyrene,done,299,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148293849241
princic-vino-bianco-ribolla-gialla,Dario Prinčič | Bianco ribolla gialla,Fyxx | Les Caves de Pyrene,done,301,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148295291033
princic-vino-bianco-jakot,Dario Prinčič | Bianco Jakot,Fyxx | Les Caves de Pyrene,done,311,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148296274073
1701-franciacorta-rose-vintage-docg,1701 Franciacorta Rose Vintage DOCG,Fyxx | Les Caves de Pyrene,done,256,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148297322649
monte-dall-ora-valpolicella-camporenzo,Monte Dall`Ora Valpolicella Camporenzo,Fyxx | Les Caves de Pyrene,done,272,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148298666137
monte-dall-ora-valpol-ripasso-sausto,Monte Dall'Ora Valpolicella Ripasso Sausto,Fyxx | Les Caves de Pyrene,done,236,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148301222041
rodano-chianti-classico,Rodano Chianti Classico,Fyxx | Les Caves de Pyrene,done,193,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148302958745
vino-di-anna-palmentino-rosso,Vino di Anna | Palmentino Rosso,Fyxx | Les Caves de Pyrene,done,269,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148303515801
deville-entre-deux-mers-blanc,Château Deville | Entre-deux-Mers Blanc,Fyxx | Les Caves de Pyrene,done,188,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148308725913
gravillas-lo-vielh-igp-rouge,Clos du Gravillas | Lo Vièlh Carignan,Fyxx | Les Caves de Pyrene,done,287,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148310266009
hacienda-grimon-como-lo-haria-mi-abuelo,Hacienda Grimón | Como lo Haria Mi Abuelo,Fyxx | Les Caves de Pyrene,done,211,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148311576729
hacienda-grimon-rioja-crianza,Hacienda Grimón | Rioja Crianza,Fyxx | Les Caves de Pyrene,done,214,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148312625305
pittacum-bierzo-tinto,Pittacum | Bierzo Tinto,Fyxx | Les Caves de Pyrene,done,216,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148318097561
donkeyjote-garnacha-tinto,Donkeyjote Garnacha,Fyxx | Les Caves de Pyrene,done,175,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148318425241
tremblay-chablis-pc-cote-de-lechet,Gérard Tremblay | Chablis Primer Cru Cote de Lechet,Fyxx | Les Caves de Pyrene,done,254,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148319441049
agricola-gaia-brich-doc-barbera,Agricola Gaia Brich Barbera DOC,Fyxx | Les Caves de Pyrene,done,210,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148319768729
domaine-valcros-banyuls-rimage,Domaine De Valcros Banyuls,Fyxx | Les Caves de Pyrene,done,222,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148320686233
calcarius-nu-litr-orange,Calcarius | Nù Litr Orange,Fyxx | Valentina Passalacqua,done,212,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148321144985
gravillas-muscat-st-jean,Clos du Gravillas | Douce Providence,Fyxx | Les Caves de Pyrene,done,284,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148321800345
cavallotto-dolcetto-d-alba-vigna-scot,Cavallotto | Dolcetto d`Alba Vigna Scot,Fyxx | Les Caves de Pyrene,done,264,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148322160793
tremblay-chablis,Gérard Tremblay | Chablis,Fyxx | Les Caves de Pyrene,done,206,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148322488473
gravillas-a-fleur-de-peau-muscat,Clos du Gravillas | A Fleur de Peau - Muscat,Fyxx | Les Caves de Pyrene,done,287,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148323176601
cristo-del-humilladero-garnacha,Cristo Del Humilladero Gre2,Fyxx | Les Caves de Pyrene,done,245,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148323963033
javillier-meursault,Javillier Meursault,Fyxx | Les Caves de Pyrene,done,244,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148324782233
chez-jau-muscat-de-rivesaltes,Muscat de Rivesaltes Chez Jau,Fyxx | Les Caves de Pyrene,done,218,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148325503129
la-pentiere-muscadet-sur-lie,Pierre Luneau-Papin | La Pentiere Muscadet Sur Lie A.O.P,Fyxx | Les Caves de Pyrene,done,272,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148325896345
pittacum-petit-pittacum-tinto,Pittacum | Petit Tinto,Fyxx | Les Caves de Pyrene,done,186,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148326125721
andi-knauss-riesling-reguler-stelvin,Andi Knauss | Riesling,Fyxx | Les Caves de Pyrene,done,262,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148327141529
vina-mues-tempranillo-stelvin,Vina Mues Tempranillo,Fyxx | Les Caves de Pyrene,done,186,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7148327698585
vino-di-anna-jeudi-15-rosso,"Vino di Anna | ""Jeudi 15"" Rosso",Fyxx | Les Caves de Pyrene,done,285,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150860337305
vino-di-anna-palmento-bianco,"Vino di Anna | ""Palmen+o"" Bianco",Fyxx | Les Caves de Pyrene,done,262,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150861025433
terras-gauda-albarino-san-campio,Terras Gauda Albarino San Campio,Fyxx | Les Caves de Pyrene,done,196,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150861680793
la-biancara-maule-garg-n-go-pet-nat,La Biancara Maule Garg'N'Go,Fyxx | Les Caves de Pyrene,done,239,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150862532761
bernardi-prosecco-rose-spumante,Bernardi Refrontolo | Prosecco DOC Rosè Spumante Brut Millesimato,Fyxx | Les Caves de Pyrene,done,205,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150863450265
breton-bourgueil-avis-de-vin-fortified,Breton Bourgueil Avis de Vin,Fyxx | Les Caves de Pyrene,done,267,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150864793753
terre-rouge-vdf-malbec,Château du Cèdre l Terre Rouge Malbec,Fyxx | Les Caves de Pyrene,done,205,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150865481881
daumas-gassac-rose-frizant,Mas de Daumas Gassac | Rosé Frizant,Fyxx | Les Caves de Pyrene,done,274,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150867349657
estezargues-cdr-les-oliviers,"Les Vignerons d’Estezargues | ""Les Oliviers"" Cotes du Rhone",Fyxx | Les Caves de Pyrene,done,213,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150868332697
dnu-1701-sebino-igt-surnat-chardonna,"1701 | Sebino IGT ""SURNAT"" Chardonnay",Fyxx | Les Caves de Pyrene,done,234,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150869774489
dnu-gendres-bergerac-cantalouette-rouge,Tour des Gendres | Cantalouette Rouge,Fyxx | Les Caves de Pyrene,done,250,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150870823065
hacienda-grimon-sauvignon-blanc,Hacienda Grimón | Sauvignon Blanc,Fyxx | Les Caves de Pyrene,done,195,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150872330393
la-parrilla-el-pinto-palomino,La Parrilla El Pinto Palomino,Fyxx | Les Caves de Pyrene,done,221,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150874034329
la-parrilla-el-pinto-tintilla-de-rota,La Parrilla El Pinto Tintilla de Rota,Fyxx | Les Caves de Pyrene,done,241,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150875246745
dns-monte-dall-ora-valpolicella-saseti,Monte Dall'Ora Valpolicella Saseti,Fyxx | Les Caves de Pyrene,done,248,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150876983449
tremblay-petit-chablis,Gérard Tremblay | Petit Chablis,Fyxx | Les Caves de Pyrene,done,217,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150880424089
baglio-antico-bianco-igp-cataratto-nl,Baglio Antico | Cataratto IGP,Fyxx | Les Caves de Pyrene,done,233,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150883504281
baglio-antico-rosso-nero-d-avola,Baglio Antico | Nero d`Avola DOP,Fyxx | Les Caves de Pyrene,done,229,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150884716697
terras-gauda-o-rosa,Terras Gauda O Rosal,Fyxx | Les Caves de Pyrene,done,215,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150885798041
bernardi-prosecco-doc-frizzante,Bernardi Refrontolo | Prosecco DOC Frizzante,Fyxx | Les Caves de Pyrene,done,203,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150887665817
bernardi-prosecco-doc-spumante-bio,Bernardi Refrontolo | Prosecco DOC Spumante Extra Dry Biologico,Fyxx | Les Caves de Pyrene,done,203,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150889238681
half-cesar-florido-palo-cortado-stelvin,Cesar Florido | Fino En Rama Peña del Aguila,Fyxx | Les Caves de Pyrene,done,252,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150889894041
cesar-florido-fino-stelvin,Cesar Florido Fino,Fyxx | Les Caves de Pyrene,done,239,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150898970777
cesar-florido-moscatel-dorado-stelvin,Cesar Florido Moscatel Dorado,Fyxx | Les Caves de Pyrene,done,231,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/7150900412569
